year,week,Bath,Birkenhead,Birmingham,Blackburn,Blackpool,Bolton,Bournemouth,Bradford,Brighton,Bristol,Cambridge,Cardiff,Chester,Colchester,Coventry,Derby,Exeter,Gateshead,Great Yarmouth,Huddersfield,Hull,Ipswich,Kings Lynn,Leeds,Leicester,Liverpool,London,Luton,Macclesfield,Manchester,Newcastle,Newport,Nortmpton,Norwich,Nottingham,Oldham,Oxford,Plymouth,Portsmouth,Preston,Reading,S Shields,Salford,Sheffield,Shrewsbury,Southampton,Southend,St Helens,Stockport,Stoke,Sunderland,Swansea,Teignmouth,Wakefield,Wallasey,Walsall,Warrington,Wigan,Wolverhampton,York
56,32,1,9,20,22,8,6,52,7,73,24,7,0,1,0,3,1,0,4,0,1,218,43,0,8,7,381,483,1,0,44,2,30,17,63,4,0,21,1,33,2,0,16,0,4,0,59,3,1,0,38,2,3,0,0,0,2,3,7,3,5
56,34,2,12,13,12,2,6,67,4,32,33,1,3,2,1,1,3,1,3,2,1,147,31,0,9,9,285,431,0,0,50,4,14,9,36,3,3,17,1,30,7,1,4,6,4,0,53,1,4,2,38,7,5,0,1,0,1,3,1,4,1
56,36,0,7,17,7,3,1,22,5,7,8,3,2,0,0,3,1,2,4,0,3,127,35,1,5,0,202,276,3,1,47,3,6,1,10,5,0,3,2,4,20,1,8,4,3,0,16,4,3,1,18,5,5,0,2,3,2,1,3,2,3
56,38,0,2,15,3,4,4,11,8,6,6,0,2,0,0,2,0,0,3,0,4,65,12,0,7,1,196,183,0,2,51,6,10,0,3,0,3,7,1,7,20,2,11,8,5,0,11,2,2,6,8,3,4,0,7,0,0,0,1,0,2
56,40,0,2,13,8,1,10,2,11,4,2,2,6,3,0,3,1,0,4,0,12,51,16,0,13,3,213,240,0,16,66,7,35,1,1,11,0,7,3,0,48,0,15,9,9,0,2,5,3,17,4,4,2,0,31,2,10,0,2,12,0
56,42,1,5,19,24,1,25,0,12,0,1,1,4,0,2,3,2,0,0,0,15,69,25,0,24,5,260,336,0,17,105,35,41,0,0,1,0,29,5,0,142,0,18,30,3,1,0,9,3,42,7,2,4,0,72,0,16,0,4,21,0
56,44,5,1,20,30,1,36,0,6,3,2,1,1,0,0,1,0,2,5,0,11,129,38,0,74,1,329,388,0,13,148,35,33,0,0,2,0,58,5,0,156,1,10,70,13,2,11,10,5,37,9,0,20,0,89,1,18,4,4,9,2
56,46,5,5,53,54,3,39,0,8,2,1,1,2,0,0,2,2,3,12,0,15,232,62,0,75,1,347,452,1,19,115,37,21,0,0,6,1,40,0,0,192,0,3,76,6,7,1,9,3,47,32,0,13,0,56,0,45,0,7,8,3
56,48,2,1,69,77,0,89,0,10,0,3,3,0,0,0,2,5,0,35,0,26,359,86,0,132,1,357,580,0,8,191,47,36,0,3,2,0,97,2,2,206,2,8,164,10,10,0,16,6,12,24,0,4,0,113,0,140,1,12,30,1
56,50,1,4,73,60,8,187,3,29,2,2,3,1,3,1,17,1,0,51,0,59,409,110,0,192,0,400,787,1,12,412,94,58,1,7,2,9,146,2,5,228,0,53,261,16,21,2,14,7,20,27,1,4,0,79,1,264,1,12,30,3
56,52,22,9,72,56,5,262,4,79,4,7,0,0,0,4,48,1,0,74,0,57,559,176,0,311,0,455,835,3,4,485,151,37,1,5,1,21,243,10,0,176,2,77,342,9,12,1,34,16,52,36,1,4,0,46,2,243,2,8,53,2
57,2,16,12,158,78,45,323,1,148,9,10,11,2,7,4,211,4,0,190,0,54,771,161,0,443,8,680,1472,0,5,755,466,28,0,31,6,53,313,14,3,207,2,122,376,29,36,7,141,26,53,75,4,27,0,26,1,227,5,5,63,0
57,4,8,26,124,77,111,250,2,174,9,21,37,9,7,3,97,12,2,192,0,12,478,94,1,309,2,538,1362,11,5,695,633,11,2,16,18,118,170,25,6,151,4,336,222,31,49,1,209,21,99,57,11,22,0,9,5,97,19,7,62,1
57,6,27,55,194,77,225,371,0,221,8,46,102,90,14,3,176,20,0,313,0,14,459,59,2,578,1,875,2324,5,22,1082,920,10,36,7,17,378,162,33,6,177,19,747,157,45,91,0,373,35,202,86,3,43,0,8,5,109,63,19,184,6
57,8,29,70,374,105,371,399,4,328,15,52,147,223,75,1,190,22,1,499,0,9,496,68,6,740,6,948,3453,6,24,1349,1172,20,72,2,52,483,157,61,9,224,35,758,192,124,76,14,660,84,327,139,10,42,0,10,38,110,83,33,308,32
57,10,13,153,685,97,523,479,6,515,10,126,162,289,78,1,370,11,1,514,1,7,322,54,10,982,13,1003,4101,4,20,1432,915,63,40,15,76,401,99,151,7,123,100,637,167,218,112,52,628,103,259,165,33,18,0,30,155,105,112,45,414,57
57,12,12,204,1183,89,578,314,26,740,11,137,150,492,107,4,651,39,2,279,0,18,278,95,55,1400,24,1300,3866,14,18,1378,668,116,109,28,167,395,106,226,21,97,270,281,157,288,113,102,407,198,189,189,84,33,0,26,237,96,163,56,351,29
57,14,11,248,1480,76,419,251,43,828,53,223,82,621,134,4,760,38,1,161,2,62,109,91,59,1198,51,1032,3731,33,29,1222,346,101,75,50,212,340,53,317,29,67,243,96,134,343,97,126,187,238,131,177,310,31,0,18,208,118,183,40,264,11
57,16,10,224,2038,58,260,145,32,742,143,430,34,543,68,19,756,41,2,81,1,205,78,44,60,1208,67,706,3783,47,51,1031,142,53,81,55,276,242,21,398,31,42,256,47,86,447,57,106,105,359,87,228,568,21,0,34,215,81,192,30,240,25
57,18,17,211,2214,27,182,72,72,588,205,675,18,493,26,47,879,33,1,64,2,223,60,35,174,983,83,474,3420,56,45,905,123,52,77,38,637,105,12,296,52,22,183,33,80,509,32,197,67,351,80,452,946,45,0,30,234,61,235,43,179,61
57,20,11,108,1510,11,74,59,85,331,151,555,16,301,11,33,617,23,3,21,6,190,47,18,214,532,57,453,2038,29,40,456,58,51,19,17,562,38,5,210,84,8,126,21,59,567,10,120,24,218,36,394,1035,26,2,38,150,54,134,33,70,38
57,22,16,88,1811,37,50,28,146,325,148,780,14,382,39,71,609,89,0,5,28,321,30,20,303,500,105,412,1964,90,53,417,22,50,45,85,413,23,1,303,81,8,109,16,43,1040,24,158,42,214,24,311,907,14,2,65,116,62,101,41,32,135
57,24,31,36,1954,16,25,11,272,215,267,797,10,431,32,63,539,130,3,5,201,283,24,23,81,337,152,391,1820,74,44,307,35,44,103,114,769,12,24,381,131,6,96,29,40,1349,13,252,69,192,22,425,637,17,0,63,153,56,45,83,28,250
57,26,22,30,1725,17,26,7,367,110,200,926,2,367,39,66,313,202,0,11,340,469,16,22,94,297,245,292,1336,104,36,272,21,44,125,80,484,8,12,382,133,6,113,23,27,1385,2,213,53,109,8,369,380,20,6,36,91,52,20,109,14,234
57,28,34,41,854,18,29,4,225,105,160,730,15,179,35,37,180,193,0,9,369,358,19,20,38,207,421,274,771,83,28,194,24,29,83,50,464,3,20,248,108,6,57,25,12,863,1,209,11,77,13,311,179,16,1,15,38,24,6,57,9,287
57,30,35,79,834,7,18,4,143,79,69,562,22,184,20,37,66,120,1,5,208,190,23,9,7,128,459,193,474,88,10,138,15,28,95,42,297,10,7,160,163,4,27,14,11,640,2,230,10,49,12,278,102,12,1,4,35,25,13,49,1,247
57,32,34,45,489,7,33,5,103,33,81,389,17,122,13,62,50,72,6,1,85,107,16,3,10,91,488,162,378,49,7,64,18,24,49,40,184,9,4,110,142,8,15,9,4,305,0,261,10,36,9,184,51,9,0,13,9,9,0,49,5,153
57,34,41,78,226,7,11,7,66,16,75,180,8,48,15,27,16,32,3,2,23,28,8,4,9,32,387,126,238,21,6,41,10,28,40,18,122,10,9,64,116,4,2,9,7,172,1,156,6,19,6,48,19,11,1,14,6,24,3,15,6,69
57,36,25,20,128,4,14,5,15,15,8,53,4,20,7,10,13,10,4,7,12,16,7,0,0,25,125,90,113,8,1,15,11,6,26,10,43,3,4,33,41,2,5,4,5,52,1,69,1,1,5,36,2,5,0,6,5,15,0,5,4,16
57,38,5,6,31,3,9,0,4,14,3,59,1,4,3,3,26,10,2,1,0,6,9,0,0,10,60,47,56,0,7,18,5,14,3,1,11,0,1,19,21,0,3,4,4,14,0,19,2,2,1,20,1,7,0,6,2,3,1,1,1,4
57,40,3,1,44,1,5,1,3,6,9,70,6,6,0,9,24,11,2,0,1,1,2,1,0,4,16,20,43,2,3,14,3,12,11,10,12,0,6,27,10,0,1,2,1,6,0,4,1,0,0,3,2,3,0,5,1,5,1,0,1,2
57,42,1,2,13,2,7,0,0,7,0,46,2,2,0,11,2,7,7,2,0,0,4,0,0,1,27,15,51,1,3,16,0,7,43,30,6,0,12,39,26,1,0,1,1,15,0,10,1,1,1,0,0,3,0,1,0,4,3,0,0,0
57,44,0,3,11,3,35,6,2,11,0,66,0,2,0,10,6,4,0,0,0,0,0,2,0,7,40,26,46,0,0,38,1,7,19,86,20,1,11,17,52,0,2,0,2,6,0,5,0,0,0,0,0,4,4,0,0,4,5,1,0,1
57,46,0,3,29,1,26,5,1,14,0,55,1,1,0,9,0,9,2,0,0,0,0,0,0,2,62,28,66,0,0,61,1,17,6,78,10,0,8,70,87,0,0,3,0,2,0,7,0,0,0,2,1,34,6,0,0,0,7,0,1,0
57,48,0,4,20,1,20,3,1,23,0,42,1,1,1,6,1,21,5,0,1,0,3,1,0,0,110,42,68,4,0,30,0,26,2,72,11,1,2,68,63,1,0,0,1,0,1,10,0,1,0,0,0,70,1,0,1,1,11,0,0,0
57,50,0,2,24,0,9,3,0,33,1,46,0,0,3,16,0,10,9,0,1,0,1,3,0,1,200,50,84,3,0,37,2,32,1,47,6,0,1,93,133,2,0,1,0,1,0,18,0,0,0,0,0,146,1,0,0,0,9,0,0,0
57,52,0,1,12,1,7,0,1,11,0,33,1,1,0,15,4,17,4,0,0,0,0,0,0,1,155,68,58,5,0,26,1,16,0,34,5,0,1,71,152,0,1,0,1,4,0,23,1,0,0,0,0,261,8,0,0,0,7,1,0,0
58,2,1,5,20,3,21,4,11,14,0,23,5,7,0,11,9,59,3,1,0,0,1,3,0,6,315,71,66,9,0,32,1,26,1,141,4,1,2,45,220,0,0,4,0,2,1,55,2,0,0,0,1,529,3,1,1,5,4,0,0,1
58,4,1,2,33,1,29,0,16,8,2,15,1,6,6,10,0,61,0,0,0,1,4,11,0,3,203,54,57,0,1,39,3,22,7,81,20,0,2,53,110,0,2,2,1,2,0,55,2,1,1,0,0,387,16,0,1,1,6,0,0,0
58,6,0,1,68,9,22,1,41,4,2,18,1,14,27,54,4,96,2,0,0,0,0,26,0,9,363,111,120,0,9,52,2,35,24,99,116,0,5,100,127,1,1,1,5,4,0,46,3,1,7,10,2,406,38,0,0,22,2,0,3,0
58,8,12,0,50,16,32,0,64,2,3,32,6,19,37,47,0,190,19,0,4,2,2,74,3,0,407,221,242,0,9,69,2,58,52,157,172,1,2,80,190,0,0,1,20,3,0,120,2,0,8,16,0,490,32,0,0,15,0,0,4,0
58,10,17,4,59,8,28,0,103,8,3,58,21,32,38,43,4,120,7,0,0,0,1,93,2,5,431,307,320,1,0,56,2,69,46,94,140,0,3,39,185,1,2,0,56,1,0,131,0,1,11,6,1,348,68,0,0,21,0,0,4,1
58,12,48,5,78,5,10,0,142,1,2,63,6,18,24,12,22,125,28,1,0,0,2,109,0,6,382,312,372,0,2,43,2,54,43,106,133,0,7,76,178,3,4,0,44,5,1,93,8,8,9,6,0,292,36,1,2,19,0,1,0,1
58,14,61,11,173,5,7,1,137,3,9,78,0,20,23,4,6,111,66,0,1,1,3,103,0,4,313,314,415,1,1,86,1,47,92,134,132,1,5,82,215,8,1,0,101,1,2,35,27,7,16,3,1,152,19,0,0,8,0,0,1,0
58,16,126,23,191,24,3,0,70,6,6,116,2,18,13,2,13,140,175,0,5,0,3,151,0,3,388,304,725,0,1,97,4,54,204,128,206,0,9,42,254,12,3,0,89,11,1,51,51,5,11,17,1,39,8,0,2,16,2,2,1,0
58,18,61,14,222,27,4,0,37,5,7,104,1,16,4,7,23,81,150,0,3,0,2,74,0,5,190,275,577,0,0,86,2,28,193,102,136,1,8,25,147,3,0,1,61,6,1,27,22,14,6,12,2,14,1,1,0,23,0,1,1,0
58,20,99,28,182,53,4,0,12,13,0,137,0,9,2,20,17,117,135,4,10,1,11,76,0,5,119,255,785,3,1,71,6,47,115,161,191,0,3,17,143,0,0,1,42,3,0,10,10,9,3,0,0,8,0,0,0,24,0,3,28,0
58,22,200,28,174,126,2,1,10,12,0,190,0,22,7,52,6,120,252,3,21,0,40,146,1,3,109,320,1145,0,0,79,0,83,167,77,254,4,3,20,106,0,1,0,42,4,1,24,11,8,3,5,1,5,0,1,1,42,2,11,41,3
58,24,233,44,233,218,5,1,15,25,11,260,0,8,0,26,12,128,244,4,12,2,73,168,12,7,76,354,1049,0,0,101,8,102,143,57,261,17,4,32,37,2,5,1,40,16,0,50,35,6,1,8,1,6,3,0,5,41,7,11,42,30
58,26,205,39,250,347,3,1,14,27,4,280,4,5,1,36,2,103,176,2,31,4,79,124,15,8,105,455,990,2,0,136,8,81,116,11,233,41,2,30,30,1,6,1,35,22,1,69,53,16,18,7,2,1,0,2,2,74,15,10,36,41
58,28,173,23,348,207,2,5,16,62,1,188,0,11,0,57,3,127,118,1,26,2,141,43,1,8,96,563,1020,1,0,196,6,45,85,6,174,68,9,28,42,2,6,1,37,23,0,112,61,47,5,10,1,3,0,4,2,117,14,3,72,18
58,30,125,56,487,119,8,2,11,57,1,228,2,23,0,25,5,102,81,3,14,4,177,19,1,14,43,510,1076,1,2,175,4,48,66,0,125,36,3,31,47,4,13,0,31,31,0,83,50,47,15,0,3,4,1,5,1,111,15,6,54,12
58,32,79,57,431,82,5,8,7,60,1,203,6,20,0,23,5,53,65,1,39,4,206,32,0,12,19,437,779,5,3,211,4,44,57,1,71,39,4,41,21,3,28,2,23,20,1,82,74,45,8,10,0,1,3,6,7,75,10,6,54,6
58,34,35,46,263,45,8,7,16,31,3,178,1,17,2,7,11,44,10,1,46,1,134,15,0,11,9,295,504,5,3,149,9,40,31,5,33,50,8,18,9,11,14,8,11,37,0,83,35,27,26,7,2,1,1,6,9,58,3,19,38,8
58,36,14,19,128,24,9,3,4,25,5,71,0,19,0,6,9,20,4,0,15,3,85,18,0,24,7,147,317,4,1,115,14,33,9,6,27,27,5,18,7,14,8,3,12,23,0,28,25,22,16,4,3,2,1,2,4,26,1,14,15,8
58,38,4,9,74,20,9,3,6,14,1,34,1,25,4,1,16,9,0,1,10,5,89,10,0,16,2,111,194,1,0,92,8,20,5,6,18,9,1,9,1,8,3,0,7,7,1,9,18,6,13,0,1,1,0,6,6,20,0,32,7,2
58,40,0,7,60,15,7,10,0,7,3,50,0,26,3,2,27,4,1,1,4,1,88,1,0,30,1,97,242,0,0,148,5,14,1,2,12,22,2,3,1,14,1,0,10,10,1,5,6,3,22,1,0,0,0,10,2,18,0,50,3,1
58,42,3,17,69,6,19,8,1,5,5,48,0,77,27,0,46,2,1,4,6,1,278,0,0,44,3,123,362,2,1,152,7,10,1,1,11,59,2,3,1,38,1,5,14,24,0,1,5,1,64,7,1,0,0,14,19,29,1,33,3,2
58,44,5,33,93,2,4,13,0,10,11,67,0,54,26,0,65,5,0,11,3,4,421,3,0,95,0,187,543,27,1,121,3,8,1,2,28,82,5,1,0,50,1,2,30,35,4,19,0,0,40,23,2,1,0,0,50,87,1,28,2,11
58,46,2,35,92,2,0,15,2,14,12,54,0,73,38,0,66,12,1,14,3,1,635,4,0,71,3,239,633,69,7,150,5,14,0,0,39,82,11,2,4,97,1,2,49,56,4,23,2,2,86,20,0,2,2,1,72,49,0,56,26,42
58,48,1,64,105,2,2,9,1,43,12,54,0,155,32,0,49,23,2,69,0,2,686,4,0,62,1,237,785,61,22,188,4,15,2,1,75,74,19,2,20,107,0,3,53,85,2,77,5,3,149,15,3,0,0,16,95,24,0,70,97,179
58,50,6,114,154,3,9,0,0,70,29,69,7,161,16,0,160,38,4,118,1,0,587,14,0,105,3,279,1194,184,39,233,41,19,0,0,98,111,10,12,39,115,2,1,60,101,1,98,1,3,238,3,11,2,2,58,99,15,2,109,81,383
58,52,4,135,125,2,23,6,1,50,63,116,41,108,17,0,128,34,0,156,0,1,304,3,0,153,3,350,1283,196,18,147,48,32,0,0,115,87,5,17,40,184,1,0,42,157,11,88,29,4,231,1,9,0,0,95,90,31,7,87,109,383
59,2,10,294,293,8,31,11,5,132,153,76,46,190,28,2,355,94,4,247,0,2,354,2,1,357,4,573,2069,350,38,283,178,47,1,1,95,137,4,30,58,265,3,13,77,394,1,144,49,10,130,72,18,8,0,65,112,70,43,47,96,324
59,4,8,234,472,7,26,56,46,176,171,83,63,232,33,22,361,68,5,232,1,50,314,1,0,464,6,415,2285,301,26,397,152,47,0,2,136,168,19,36,71,289,8,23,49,409,12,145,112,62,136,60,34,3,0,49,61,112,32,27,57,226
59,6,8,289,907,18,54,92,58,349,220,146,121,297,18,45,697,131,26,271,0,126,276,6,2,822,7,430,2838,194,30,518,407,53,3,0,125,235,27,75,109,295,10,72,50,637,66,328,276,161,47,132,99,8,0,33,67,140,23,24,114,170
59,8,11,278,1183,10,71,87,56,515,268,290,146,370,23,76,713,168,44,194,2,127,140,5,5,992,17,504,2980,183,59,439,579,71,5,2,112,149,43,120,217,340,31,82,69,760,142,303,337,244,95,299,216,7,0,54,51,120,35,17,94,72
59,10,4,147,1113,8,81,85,60,531,227,328,164,454,8,73,644,148,44,154,0,158,54,3,12,1050,15,268,2845,74,79,583,570,88,8,0,114,124,99,180,177,113,53,102,58,686,135,268,314,262,98,395,244,5,0,61,35,141,44,11,71,55
59,12,3,66,1088,6,90,106,113,331,141,308,259,428,13,66,397,82,37,111,7,230,43,2,13,953,14,309,2622,42,38,506,739,67,17,9,103,63,232,193,160,53,153,144,30,679,58,182,456,278,72,363,361,3,0,51,40,148,40,18,138,24
59,14,3,51,1464,22,124,160,96,368,206,425,202,442,26,93,307,103,70,50,5,228,12,2,5,1103,28,345,2764,25,45,651,759,60,18,28,134,64,261,390,206,57,270,267,48,545,104,194,622,265,38,294,558,3,0,66,12,107,28,17,185,15
59,16,4,27,918,24,75,142,67,214,125,340,102,238,27,61,282,44,42,42,1,235,10,4,19,718,18,258,1667,10,15,580,512,43,11,66,117,36,155,299,104,19,198,295,30,355,70,83,284,216,46,248,605,1,0,56,26,83,28,12,96,7
59,18,6,15,717,26,115,187,78,226,60,631,130,160,15,52,99,41,25,42,1,185,14,8,57,512,10,246,1313,1,11,500,452,24,22,79,83,39,52,377,110,15,134,515,21,319,26,77,98,153,43,213,660,2,0,61,12,68,47,48,107,0
59,20,6,16,762,34,146,182,161,289,75,624,208,209,13,27,100,63,32,50,21,146,14,9,93,470,11,304,1392,2,33,541,356,11,8,244,81,20,64,540,138,7,238,505,10,453,29,38,60,150,14,371,454,4,0,36,10,94,54,83,168,1
59,22,15,7,724,18,172,142,132,191,50,491,268,208,31,39,94,72,23,38,56,67,7,8,25,375,15,295,1259,3,29,467,251,3,9,209,93,28,67,540,137,11,275,313,20,529,22,50,36,158,24,289,347,4,0,39,1,69,86,51,117,5
59,24,10,7,524,23,97,142,187,139,80,407,200,104,34,42,81,59,20,34,54,97,4,26,30,234,6,288,990,1,50,379,170,6,20,126,58,24,33,471,61,5,147,166,31,547,20,41,21,98,20,110,214,10,0,42,4,61,65,63,77,4
59,26,16,5,440,36,65,150,119,94,33,429,139,49,20,32,96,79,14,21,60,77,8,48,90,158,12,280,746,1,27,328,296,4,28,106,95,12,28,299,19,4,245,85,44,493,12,19,18,33,8,117,127,28,0,45,2,49,37,28,129,0
59,28,14,2,307,84,41,87,74,116,32,292,41,40,5,34,48,66,17,25,45,29,8,60,6,122,42,294,507,0,9,242,149,3,23,64,73,10,21,196,14,1,148,55,41,366,7,18,23,38,10,86,111,36,0,42,1,46,22,9,54,2
59,30,10,0,238,51,26,37,77,87,30,208,20,27,3,22,10,35,36,13,70,12,5,100,0,68,60,201,313,2,8,170,52,5,11,39,68,9,3,92,4,0,60,23,42,252,3,14,16,31,12,113,74,51,0,9,1,34,28,10,39,4
59,32,7,2,128,22,30,24,37,63,11,113,10,9,1,1,13,49,53,5,68,13,9,29,0,35,22,141,230,1,0,106,35,2,1,16,84,11,5,49,6,3,22,11,40,111,1,13,12,24,16,98,38,60,0,17,3,40,19,5,13,2
59,34,1,1,83,8,17,18,13,34,0,59,3,4,2,2,18,25,27,7,29,7,8,15,0,25,16,83,158,5,2,62,23,4,3,9,65,4,0,20,7,1,12,8,28,56,0,6,9,9,4,63,12,52,1,1,0,24,2,5,5,5
59,36,3,0,39,7,8,4,6,24,15,24,2,6,0,1,11,4,4,4,7,3,4,2,0,18,7,68,75,1,5,17,13,6,6,3,12,2,0,5,12,2,7,8,3,22,0,9,1,0,4,26,5,6,0,0,0,9,2,0,2,2
59,38,6,1,38,15,18,3,3,26,0,13,0,2,0,0,4,7,1,3,3,1,5,1,27,6,3,36,49,1,2,25,10,7,1,4,14,1,0,2,3,0,13,4,3,7,0,3,0,5,3,21,6,6,0,0,0,5,1,0,2,0
59,40,12,1,18,9,40,3,3,9,2,19,0,0,0,0,2,13,2,1,3,4,1,0,0,19,4,61,62,0,6,49,11,12,0,1,22,1,1,2,1,1,1,2,14,24,1,2,0,0,19,9,4,1,0,0,0,1,0,0,8,1
59,42,5,0,24,2,25,8,3,6,1,10,0,3,0,0,0,21,2,0,3,0,10,0,0,18,6,95,51,0,12,30,2,13,1,0,23,0,0,4,2,0,2,2,11,23,0,5,2,1,8,6,3,1,0,0,0,1,0,0,6,4
59,44,1,0,47,0,42,12,1,9,0,2,3,0,0,0,2,31,4,1,0,1,14,0,0,26,6,163,37,0,4,33,4,15,0,0,6,0,0,0,1,0,1,2,39,24,0,1,2,0,0,1,0,3,0,0,0,1,0,1,11,0
59,46,1,1,28,2,20,14,0,12,0,4,1,1,1,0,0,23,2,1,0,0,16,0,0,30,16,148,35,0,0,19,3,7,0,0,42,0,1,1,1,0,1,3,20,9,0,0,0,0,6,1,0,4,0,0,1,0,0,0,9,0
59,48,6,0,36,1,18,9,1,14,1,5,9,2,2,0,0,29,18,1,4,0,11,2,0,16,19,168,45,0,2,22,2,1,1,1,41,0,0,1,1,1,0,1,32,29,0,2,2,2,0,1,0,2,0,1,1,0,1,1,1,1
59,50,1,0,11,0,20,11,3,6,2,4,10,2,1,0,3,19,47,0,0,0,12,0,0,13,31,155,39,0,5,28,3,0,1,1,22,1,0,1,0,0,0,1,41,23,0,0,1,2,0,0,1,2,0,1,0,1,0,0,2,0
59,52,2,1,23,4,42,13,6,13,3,3,1,3,0,0,4,21,55,0,0,0,5,1,0,18,30,115,37,0,8,28,7,0,3,0,30,0,0,3,0,0,0,0,80,20,0,3,4,0,2,2,3,1,0,1,2,0,0,0,0,3
60,2,1,1,32,0,41,18,9,2,0,5,2,2,0,0,1,18,96,0,0,0,6,1,0,16,40,117,34,0,8,34,10,0,2,0,31,2,2,5,4,0,1,2,54,11,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
60,4,1,33,7,6,38,1,1,8,1,2,0,9,0,0,1,14,105,3,0,2,2,1,0,21,17,107,45,0,4,32,4,0,3,0,29,1,0,1,4,0,1,1,84,6,2,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
60,6,0,30,10,9,119,3,0,22,0,6,0,0,0,0,1,15,190,0,0,6,0,1,0,22,72,121,78,0,8,44,2,1,0,1,36,1,0,1,11,1,0,1,115,2,1,1,2,1,1,0,1,1,0,1,0,3,1,0,3,13
60,8,0,20,9,2,110,4,28,28,0,2,0,0,0,1,2,13,263,1,0,2,4,2,3,14,94,219,107,0,5,98,1,0,0,3,28,1,0,1,40,0,1,2,87,19,1,0,0,5,0,2,0,0,0,1,0,1,0,0,0,8
60,10,0,2,11,2,119,14,25,27,1,5,0,2,0,5,0,11,204,1,0,6,4,2,1,50,98,270,185,0,1,115,3,0,5,1,70,2,0,2,22,0,0,2,95,12,0,1,5,16,4,2,1,1,0,3,0,3,0,0,0,10
60,12,0,2,11,2,85,1,29,31,0,6,0,4,1,11,3,3,164,0,0,0,1,4,0,72,105,284,183,0,2,104,2,1,1,0,26,1,0,2,24,2,0,2,70,13,0,1,0,6,10,2,1,1,0,0,1,6,1,1,0,2
60,14,1,14,8,22,63,0,34,38,1,10,2,7,0,7,0,4,80,0,1,1,4,4,0,85,168,406,156,0,0,164,0,0,0,0,81,5,0,2,71,3,2,0,91,1,0,0,0,5,8,3,2,2,0,0,4,2,0,0,0,6
60,16,1,35,7,28,61,3,25,47,2,12,1,2,0,5,0,7,55,1,0,1,1,3,0,105,223,341,177,0,1,166,2,0,0,4,103,10,0,2,37,1,2,1,51,1,0,3,1,10,10,8,0,1,0,1,0,2,0,0,0,31
