year,week,Bath,Birkenhead,Birmingham,Blackburn,Blackpool,Bolton,Bournemouth,Bradford,Brighton,Bristol,Cambridge,Cardiff,Chester,Colchester,Coventry,Derby,Exeter,Gateshead,Great Yarmouth,Huddersfield,Hull,Ipswich,Kings Lynn,Leeds,Leicester,Liverpool,London,Luton,Macclesfield,Manchester,Newcastle,Newport,Nortmpton,Norwich,Nottingham,Oldham,Oxford,Plymouth,Portsmouth,Preston,Reading,S Shields,Salford,Sheffield,Shrewsbury,Southampton,Southend,St Helens,Stockport,Stoke,Sunderland,Swansea,Teignmouth,Wakefield,Wallasey,Walsall,Warrington,Wigan,Wolverhampton,York
44,2,0,1,7,0,1,0,0,21,3,2,1,4,0,0,4,2,0,2,0,2,3,1,0,6,0,15,180,0,0,18,9,0,2,0,16,7,0,0,1,27,0,75,1,6,1,0,1,2,1,1,2,0,0,0,1,1,1,1,8,7
44,4,0,0,7,0,6,0,0,10,23,6,3,6,0,0,2,2,0,2,0,0,2,0,1,7,1,16,271,0,0,20,17,1,0,2,20,13,1,4,4,62,0,84,7,1,0,0,0,1,0,5,10,0,1,0,0,1,3,2,6,0
44,6,0,0,14,2,10,1,1,7,37,4,1,8,1,0,8,3,2,0,1,1,4,0,0,9,0,38,423,0,0,35,27,2,1,2,10,11,1,4,1,73,1,83,5,5,0,5,4,2,0,5,25,0,0,0,1,4,5,1,4,2
44,8,0,1,25,5,13,0,4,3,22,2,5,17,0,2,16,1,0,3,0,0,1,0,0,8,0,53,465,0,0,45,30,0,0,15,22,18,0,1,3,67,2,122,6,6,3,10,3,2,3,5,24,0,0,0,1,2,2,2,5,4
44,10,0,0,29,1,7,1,3,6,25,5,4,12,2,0,13,0,0,4,0,0,8,3,2,4,2,42,523,1,0,86,46,6,1,12,34,20,0,3,12,83,2,80,6,9,0,13,10,3,0,6,41,0,0,0,3,5,6,2,8,2
44,12,0,1,42,0,10,11,4,7,27,11,1,23,0,9,20,0,1,5,0,5,8,1,0,12,2,83,649,4,2,83,51,3,0,38,23,31,3,7,5,99,1,78,20,8,0,9,15,5,1,17,32,0,2,1,4,5,4,1,12,2
44,14,1,3,57,2,23,4,6,8,20,8,5,30,1,7,16,1,4,4,2,5,7,4,0,21,3,123,624,1,1,91,64,7,2,32,31,84,8,4,20,101,6,52,17,19,2,6,10,4,0,17,16,0,6,0,6,8,7,3,4,4
44,16,0,2,113,1,15,4,4,10,17,5,14,22,0,1,9,2,1,5,4,6,16,2,1,32,2,153,556,1,0,89,112,15,3,50,16,94,9,3,6,69,5,45,37,23,1,4,7,11,2,12,54,2,4,0,4,6,8,7,2,1
44,18,0,3,59,1,11,2,12,8,10,1,1,21,2,0,11,7,0,5,1,4,12,1,0,25,8,108,420,1,1,68,106,5,2,55,5,81,6,1,17,26,3,45,40,19,0,0,4,7,0,11,48,15,1,0,1,2,2,3,5,3
44,20,2,5,62,0,21,6,38,5,17,1,0,22,3,0,10,0,4,1,3,7,6,0,0,17,13,105,423,0,0,31,104,0,11,32,2,134,2,7,22,23,0,55,35,19,0,2,0,18,2,15,39,7,1,1,4,5,0,1,2,3
44,22,3,8,100,1,31,3,97,7,21,3,2,18,0,0,8,0,12,6,0,7,20,3,0,26,11,151,488,2,0,53,107,2,3,12,3,259,2,4,49,21,2,35,48,20,0,5,0,10,0,31,46,19,3,0,2,7,3,1,3,0
44,24,1,5,115,6,26,2,145,18,34,3,1,8,0,0,9,1,25,7,0,7,7,3,1,29,18,176,441,0,0,67,126,2,1,5,4,213,4,5,64,25,0,17,62,24,1,2,4,6,3,35,47,27,1,4,3,6,2,0,2,1
44,26,1,3,68,2,84,4,114,9,31,4,1,8,0,0,12,0,58,2,0,1,4,2,0,20,14,179,268,2,0,92,156,6,2,2,4,91,2,2,108,49,1,7,24,26,1,16,5,8,1,34,56,26,0,2,4,7,5,0,3,0
44,28,1,2,64,5,96,5,62,8,27,3,1,7,2,1,18,0,61,6,0,5,8,8,0,26,12,256,260,0,1,152,132,0,4,3,3,47,9,0,71,24,0,7,44,26,1,23,1,12,3,30,38,30,4,1,3,4,1,3,4,1
44,30,1,3,72,5,106,1,78,6,23,3,1,2,3,0,8,3,62,4,1,3,1,2,0,10,11,207,163,2,2,157,125,0,2,0,2,21,3,0,86,19,0,11,50,21,0,10,0,17,3,40,28,21,7,2,8,9,0,2,2,1
44,32,1,13,60,5,93,4,44,2,21,6,0,3,0,0,2,2,81,7,0,2,3,1,0,12,16,158,83,9,0,190,118,0,0,1,7,10,2,2,75,15,2,10,29,21,0,2,0,13,1,30,14,4,0,1,4,5,0,0,5,2
44,34,0,8,52,7,32,1,28,1,14,1,1,1,3,0,6,4,28,7,0,5,4,1,0,6,5,122,60,1,0,137,105,0,0,1,8,12,8,1,25,8,0,9,14,33,1,1,0,11,1,27,9,5,1,1,2,3,2,0,6,2
44,36,1,10,30,17,24,1,11,2,7,1,2,1,1,1,3,2,9,13,0,2,1,0,0,3,6,133,41,0,0,135,87,0,0,0,6,5,5,0,26,16,0,8,22,20,1,1,0,19,3,9,7,3,1,2,0,2,9,9,2,2
44,38,2,21,53,27,28,2,4,13,1,9,0,2,1,0,5,0,10,44,0,12,2,0,0,1,2,173,48,1,0,191,135,0,0,0,9,4,6,2,17,6,1,9,31,23,0,0,6,37,7,9,7,7,0,2,0,14,15,21,0,8
44,40,0,22,114,26,46,5,6,17,3,16,0,0,0,0,7,1,7,27,2,19,1,0,0,3,1,304,65,1,0,312,156,0,0,0,12,7,8,0,21,10,0,15,82,27,0,4,7,92,14,49,6,6,0,2,9,17,33,15,0,3
44,42,0,58,171,57,98,6,2,15,2,53,1,0,2,1,47,0,9,53,0,65,3,1,0,10,1,429,82,4,1,439,164,3,1,1,27,14,4,1,29,18,0,23,76,28,0,1,5,179,14,159,12,12,0,0,31,31,55,9,1,5
44,44,0,77,224,84,121,23,0,23,2,80,1,6,3,0,138,1,14,58,0,97,16,0,0,40,2,447,145,2,1,722,156,3,1,0,76,7,5,2,15,46,0,15,229,70,0,1,6,188,12,271,12,22,1,2,26,20,65,7,5,17
44,46,1,123,297,120,160,72,6,40,1,107,3,4,15,2,562,3,19,83,0,148,39,0,1,56,2,675,122,4,0,817,119,1,3,1,153,8,6,0,25,30,2,19,217,84,0,2,20,287,43,443,9,35,0,2,62,12,111,9,2,8
44,48,0,194,454,227,201,194,7,106,0,151,28,8,15,13,727,1,14,111,0,207,34,1,0,65,31,710,194,6,14,821,118,1,1,0,232,23,4,4,41,45,1,18,279,113,4,5,17,343,121,498,30,28,0,8,173,40,111,13,4,35
44,50,1,193,719,325,147,317,7,95,1,151,40,47,7,2,603,3,32,217,1,199,37,1,0,179,53,765,237,8,2,1001,149,1,3,1,527,18,5,2,73,130,1,18,261,211,7,1,18,302,98,367,26,28,0,20,281,24,135,13,8,36
44,52,5,146,1049,271,102,386,0,104,9,189,23,52,4,1,443,3,33,199,3,292,71,3,12,133,45,560,318,8,1,910,111,0,0,1,509,20,22,9,69,83,0,27,116,275,2,1,14,137,169,318,28,36,0,15,199,38,116,5,8,24
45,2,17,108,1792,175,75,473,2,185,4,299,115,171,6,3,346,6,87,299,0,154,133,0,22,289,104,486,450,9,7,959,167,2,3,1,711,42,18,14,74,60,1,38,120,343,1,7,53,185,258,403,26,30,0,4,131,60,73,19,12,63
45,4,26,57,1959,87,79,392,20,283,8,440,59,166,34,4,187,38,71,138,1,132,217,0,20,525,142,471,671,26,10,813,158,5,3,0,422,64,37,64,43,205,12,31,89,505,3,37,40,87,220,269,30,35,5,16,72,218,47,33,29,133
45,6,102,43,1848,33,61,158,32,516,9,454,48,380,33,2,118,127,79,97,0,116,500,2,8,1263,430,374,1387,44,38,761,183,34,14,1,296,84,59,108,86,159,9,24,91,870,7,83,115,81,272,287,29,63,4,75,40,335,10,65,57,335
45,8,118,11,1698,10,79,112,66,712,28,501,34,324,54,12,46,171,97,44,0,76,845,0,22,1777,757,373,1617,126,31,635,174,18,19,5,122,37,109,220,174,123,9,29,47,1080,25,114,127,44,239,386,47,133,5,119,40,320,8,118,149,285
45,10,114,21,1536,5,69,41,77,859,34,591,17,313,151,39,58,217,82,36,0,49,693,1,22,1963,1303,297,2058,132,20,597,200,26,28,4,88,16,286,487,306,111,12,68,61,1225,35,144,158,17,88,467,103,236,0,182,59,296,14,131,265,170
45,12,81,14,1199,3,37,38,101,786,33,459,12,341,147,47,48,359,40,27,0,23,730,0,12,1778,1295,261,3099,118,28,531,258,79,36,7,79,44,423,565,278,102,27,104,50,1010,53,349,123,7,39,540,230,356,3,222,49,183,7,146,428,194
45,14,67,11,779,2,71,12,121,560,54,337,10,231,78,53,49,374,29,36,2,17,463,2,5,845,880,260,3340,104,98,325,270,212,49,3,50,22,401,447,203,47,14,120,41,885,35,314,120,12,71,393,327,319,5,133,16,95,7,168,440,63
45,16,17,14,555,3,59,13,79,261,225,213,9,205,55,59,44,372,10,23,4,11,123,9,5,489,318,220,2965,84,72,215,268,337,91,5,45,28,274,270,170,69,30,120,13,516,32,490,93,3,18,137,342,254,2,89,14,92,1,99,321,29
45,18,12,7,238,1,66,11,62,100,242,121,2,161,28,53,55,362,4,15,1,16,115,7,9,207,86,215,1873,71,172,166,172,381,157,4,30,15,225,144,82,31,98,134,3,344,30,216,102,2,12,93,299,173,4,61,11,60,6,50,147,19
45,20,3,8,180,1,28,7,49,75,334,84,9,134,20,84,56,324,5,11,9,15,57,8,7,151,64,183,1641,58,86,157,188,205,327,4,15,7,231,104,38,40,239,103,8,198,49,234,82,7,9,43,267,91,2,30,11,13,1,54,103,7
45,22,1,10,105,2,13,14,86,30,274,55,4,55,5,36,34,185,5,16,26,4,39,11,7,80,31,155,1122,48,45,93,139,136,284,17,11,1,123,72,25,43,356,77,6,127,18,132,49,2,4,28,201,71,5,10,20,13,5,25,108,4
45,24,1,17,75,0,13,16,60,23,116,41,1,47,2,17,33,82,1,20,51,6,21,10,14,24,25,124,884,42,30,61,101,59,190,49,6,8,26,55,17,24,207,50,7,80,10,71,37,10,3,25,146,57,9,7,2,3,0,8,42,7
45,26,1,13,42,0,24,5,40,17,103,36,2,28,1,21,22,48,1,16,34,13,8,14,28,20,22,92,591,25,4,61,74,52,82,80,3,10,32,33,12,37,148,28,6,36,3,39,23,2,3,13,73,33,36,5,3,4,1,13,31,4
45,28,0,2,23,2,12,10,31,7,44,17,5,11,0,14,18,35,1,3,15,19,2,14,13,8,16,81,427,11,5,37,83,10,42,92,0,13,14,26,7,28,88,15,9,24,0,22,9,4,4,11,58,15,33,1,2,4,0,5,17,0
45,30,2,1,14,1,14,9,16,11,41,22,0,11,1,21,11,11,1,4,7,4,6,19,14,13,5,58,282,5,3,43,54,10,32,114,4,23,16,18,6,15,60,14,17,18,0,10,5,6,2,7,33,5,23,5,2,3,3,6,14,0
45,32,1,1,11,1,6,1,12,2,6,9,0,21,1,7,6,5,0,11,3,6,4,19,27,8,7,23,174,9,1,25,29,4,20,79,2,19,8,11,2,13,22,6,5,12,0,9,8,1,2,9,33,5,6,7,5,4,1,10,2,1
45,34,1,0,16,0,0,8,5,3,3,10,2,12,0,5,12,9,0,8,8,7,2,17,0,2,5,29,127,2,2,15,23,1,9,80,2,10,4,1,6,6,18,2,6,6,0,5,5,1,0,3,11,1,2,2,5,1,0,2,7,0
45,36,3,0,14,0,0,0,2,3,1,6,0,5,1,0,6,3,0,2,9,0,5,8,1,4,1,68,84,1,0,15,17,0,0,25,0,3,1,3,3,5,1,7,1,7,1,5,2,1,2,5,4,1,0,1,3,0,0,1,4,2
45,38,2,2,10,1,1,1,3,2,0,3,1,6,0,1,0,4,0,2,0,2,0,9,4,3,1,34,97,1,1,8,11,2,0,16,3,3,0,1,2,0,4,0,0,3,0,0,1,5,0,6,7,3,0,0,0,2,2,1,4,2
45,40,0,1,3,0,0,0,1,2,0,2,0,5,0,0,3,2,1,9,0,0,1,4,0,7,1,43,68,0,0,18,7,0,1,16,0,2,1,0,3,0,1,4,2,8,0,0,0,4,2,8,4,1,0,3,0,1,2,0,1,0
45,42,0,1,10,0,1,0,1,2,0,0,0,1,0,1,4,2,0,5,2,2,1,7,2,4,2,42,88,1,1,19,4,1,1,12,2,2,0,0,0,0,2,3,1,1,0,0,5,6,1,8,7,2,0,0,0,1,0,1,1,1
45,44,0,1,6,1,0,0,0,2,0,5,0,0,0,1,6,0,2,6,0,1,0,8,1,2,0,54,79,0,0,16,8,1,1,24,4,0,1,5,2,3,0,3,0,3,0,0,10,10,1,3,2,1,0,0,0,1,0,4,0,0
45,46,0,0,13,2,3,0,2,2,0,3,0,1,0,1,1,0,0,8,0,0,1,6,1,3,1,45,58,1,0,13,3,1,5,83,4,1,0,6,2,0,0,4,1,2,0,0,3,9,0,1,3,1,0,0,0,1,0,3,2,1
45,48,0,2,13,0,5,1,1,2,0,0,0,0,1,0,1,1,0,3,0,1,7,38,0,4,2,41,85,1,0,15,5,1,1,101,5,0,1,1,1,3,3,8,2,5,0,1,2,6,0,1,4,3,0,2,1,1,1,0,0,1
45,50,0,0,11,0,1,1,0,3,0,9,0,0,0,0,0,2,0,3,1,0,1,77,0,2,1,76,75,1,0,11,0,0,1,163,2,2,0,3,3,3,1,4,3,2,0,0,1,8,0,3,8,3,0,0,0,2,1,1,0,3
45,52,0,2,12,0,2,1,2,1,1,3,1,1,0,0,3,1,0,2,1,0,1,104,0,3,2,88,121,1,0,4,3,1,0,146,0,1,0,0,1,1,0,0,1,5,0,0,1,10,0,4,3,0,0,0,0,3,0,0,1,4
46,2,0,0,18,0,2,1,0,2,2,4,1,1,0,1,2,0,0,4,10,0,0,104,0,10,0,78,174,1,0,51,2,0,0,181,0,1,0,4,0,4,0,0,0,3,0,0,0,9,0,0,3,3,0,0,1,3,3,1,2,2
46,4,0,1,19,1,0,1,1,0,2,2,2,1,0,1,13,0,0,2,13,0,0,147,0,3,2,124,209,0,0,10,2,0,0,83,3,0,0,1,4,0,1,1,1,3,0,0,0,10,0,4,12,2,0,3,1,6,0,2,3,0
46,6,0,0,26,0,0,1,0,2,2,5,1,0,0,1,9,0,1,4,44,2,7,287,0,3,0,148,458,0,0,14,2,0,0,99,3,2,0,0,2,2,0,1,2,6,0,2,0,39,0,2,19,4,1,2,1,1,0,1,3,0
46,8,0,2,17,0,1,0,1,0,0,0,2,0,0,0,47,0,2,4,35,0,18,202,0,2,0,170,742,0,0,30,2,0,1,75,0,1,1,2,0,0,0,1,3,6,2,0,1,66,1,1,23,5,0,3,2,1,0,3,0,2
46,10,0,3,38,0,4,0,1,0,0,4,3,3,3,1,48,2,0,7,30,0,27,135,7,15,2,228,929,0,0,21,4,0,1,20,0,0,2,0,3,0,2,1,1,5,0,1,17,34,0,5,84,1,0,0,1,1,0,2,1,1
46,12,1,4,30,1,1,1,3,2,2,4,9,19,1,2,86,1,0,7,20,1,16,83,9,9,6,253,1027,0,1,20,6,1,1,17,11,0,1,0,3,0,0,0,1,10,0,1,31,29,1,3,127,0,0,0,2,1,4,0,7,1
46,14,1,10,47,0,3,1,38,2,6,3,12,17,0,2,76,3,0,21,8,0,17,22,14,14,14,477,1411,1,0,36,8,0,0,12,35,2,2,0,8,2,2,4,2,7,0,3,37,32,2,2,189,1,1,0,39,6,6,1,6,3
46,16,2,8,46,0,2,2,32,2,7,2,4,19,3,0,101,2,0,18,2,2,28,8,24,11,16,528,1885,0,0,49,7,1,0,2,44,2,2,0,2,6,2,6,1,7,0,2,39,18,2,2,194,0,1,1,34,2,6,2,4,2
46,18,2,10,68,1,2,4,9,5,5,3,4,21,1,4,129,0,0,7,4,3,39,8,10,17,4,529,2110,0,0,71,13,0,1,1,83,0,0,4,3,9,0,2,6,12,1,1,31,10,2,5,139,2,0,0,13,3,5,0,3,7
46,20,1,7,110,0,2,0,14,2,5,8,2,10,0,4,98,1,0,1,0,1,28,1,1,14,7,406,1764,3,0,83,13,0,0,0,58,1,2,1,4,7,1,3,12,13,0,1,27,14,0,24,139,2,0,0,8,8,7,0,6,8
46,22,2,21,127,0,17,0,20,5,7,11,2,24,3,3,113,0,0,4,1,0,35,12,0,26,1,494,2001,0,0,94,6,0,1,0,68,1,3,0,13,10,1,2,28,18,0,3,28,15,1,17,212,0,1,5,17,6,50,1,4,16
46,24,1,18,122,0,7,1,46,7,3,12,0,39,0,0,84,3,0,12,1,1,40,19,0,29,2,511,2154,3,0,112,10,0,1,1,82,0,3,2,19,7,0,2,22,38,0,2,51,7,2,14,152,0,0,0,35,19,42,0,5,28
46,26,2,54,231,0,13,0,14,5,4,11,1,47,2,2,68,10,0,7,1,1,31,1,1,60,2,434,1843,1,1,93,28,1,10,3,105,3,5,6,17,8,1,3,21,53,0,2,28,7,6,18,91,1,0,0,67,13,28,2,3,36
46,28,0,37,334,2,14,0,8,5,11,8,4,88,3,3,63,13,0,2,3,4,27,4,2,48,9,350,1427,0,0,124,17,0,45,0,90,8,4,4,31,9,0,13,8,52,1,2,43,9,5,41,81,5,0,2,45,16,74,3,5,25
46,30,1,36,332,0,44,4,7,1,5,5,5,110,2,2,39,19,0,8,0,1,20,0,1,40,11,284,970,10,0,103,58,1,30,0,76,5,10,5,21,7,1,15,5,51,1,2,44,5,4,42,59,8,0,1,46,12,44,3,11,12
46,32,0,37,277,4,41,3,6,7,12,5,1,110,6,5,12,17,0,3,2,1,10,0,0,42,24,144,726,4,0,149,71,0,35,4,44,8,17,23,17,6,1,56,4,77,0,3,57,7,8,39,24,5,1,0,56,14,27,1,20,3
46,34,1,19,235,0,47,10,5,3,18,6,1,66,2,2,15,16,2,5,1,4,8,4,0,20,21,86,416,3,1,113,88,0,6,2,32,21,10,17,18,0,8,53,10,65,1,3,18,8,7,31,16,1,2,0,19,3,31,4,11,2
46,36,1,10,113,3,19,2,5,0,5,9,0,9,2,0,12,10,2,7,0,1,4,1,0,19,10,55,218,2,0,114,90,0,8,2,11,26,7,29,15,2,3,74,0,32,3,1,3,5,6,16,17,1,1,0,5,2,29,3,6,1
46,38,2,11,104,5,3,12,6,3,11,3,0,6,1,0,5,7,6,11,0,1,19,1,0,17,1,79,160,2,0,115,96,1,2,0,3,18,0,6,8,1,2,33,1,45,4,1,11,2,3,17,8,0,1,0,5,1,8,0,7,2
46,40,0,12,99,11,12,7,1,5,2,16,0,5,0,0,8,2,1,29,1,17,24,2,2,51,2,82,160,8,0,107,222,0,2,1,40,43,3,13,6,2,2,16,2,89,1,7,2,1,4,27,11,0,1,1,2,2,3,0,5,1
46,42,0,15,115,7,19,10,3,1,7,7,0,4,0,1,9,4,0,66,0,38,33,3,0,55,4,105,188,25,0,113,318,0,0,1,18,66,2,10,5,0,1,23,1,110,0,1,1,2,10,35,8,3,2,0,11,2,7,1,4,5
46,44,1,35,167,27,47,28,13,2,7,9,2,7,1,0,6,12,3,143,0,97,59,0,0,54,4,55,224,53,2,121,443,0,0,1,52,202,0,8,27,4,9,59,5,114,0,0,4,4,40,35,6,0,1,1,16,0,2,10,4,13
46,46,3,55,214,36,79,31,78,2,17,34,2,31,0,0,8,28,19,128,0,174,68,0,1,48,39,84,298,109,0,194,491,1,0,2,67,335,1,8,16,6,11,132,3,157,1,3,2,3,51,95,3,0,0,0,14,2,8,22,3,15
46,48,28,47,312,127,152,36,79,1,50,41,0,49,1,0,7,47,41,173,0,167,96,2,0,78,31,96,436,127,0,392,494,1,1,1,90,448,2,10,19,15,1,290,28,163,0,4,1,7,141,92,10,2,1,0,12,4,18,40,45,7
46,50,21,56,404,133,189,41,170,2,66,50,2,71,0,11,6,41,118,177,0,137,84,1,3,121,52,151,482,86,1,568,469,1,1,1,138,379,6,25,11,91,2,312,24,230,8,11,0,3,197,86,12,0,0,1,8,13,23,20,79,13
46,52,37,53,634,121,122,37,149,0,85,32,0,72,0,15,6,62,271,255,0,95,104,3,1,95,32,120,468,90,1,679,482,0,0,8,184,298,16,29,13,192,1,246,52,249,7,7,4,22,169,72,23,0,0,2,4,6,6,23,49,6
47,2,22,52,1144,182,179,84,199,12,61,71,0,146,5,35,18,109,285,278,0,98,148,19,0,145,116,156,650,109,1,1004,412,1,4,1,431,326,44,107,37,428,2,174,104,332,17,27,9,20,208,121,15,1,2,3,12,17,41,53,155,7
47,4,15,42,1371,157,180,126,163,48,47,148,10,82,1,15,34,104,211,149,1,61,204,12,11,230,140,153,796,90,4,1257,342,5,1,4,256,234,47,155,53,544,4,98,201,297,10,70,48,23,135,122,20,1,2,5,22,55,105,63,134,5
47,6,9,108,2066,123,157,276,109,31,73,274,9,62,0,28,51,110,221,93,1,110,131,34,27,347,198,155,1065,90,2,2146,246,7,3,4,260,126,61,189,128,478,25,35,421,488,31,158,28,94,123,141,9,1,1,4,91,109,97,92,271,17
47,8,7,120,2113,84,94,343,100,53,49,368,6,51,3,36,79,162,128,44,0,48,183,55,18,571,316,185,1241,78,22,1699,207,4,2,26,232,49,53,277,149,130,67,24,361,637,40,264,49,202,119,239,28,10,1,1,65,190,72,99,289,32
47,10,5,112,1279,27,36,308,171,53,39,313,7,71,7,19,105,118,61,15,0,28,148,41,41,531,415,221,1230,14,22,1014,100,2,3,17,131,17,54,349,212,67,55,5,218,552,18,303,120,186,133,235,18,88,4,0,37,216,45,53,169,30
47,12,10,69,841,43,40,244,118,56,58,376,8,71,8,18,182,127,38,11,0,29,191,18,40,560,589,230,1012,9,30,482,91,6,1,6,105,5,33,286,191,16,38,5,142,487,9,402,148,192,70,238,12,160,0,7,28,178,24,34,190,29
47,14,1,62,623,16,22,157,68,71,89,372,10,55,2,21,185,118,19,8,0,29,129,15,18,562,504,345,981,9,21,383,64,4,3,1,61,1,19,250,187,6,62,3,123,434,11,230,164,92,28,315,14,184,0,4,24,146,18,20,134,27
47,16,2,22,394,14,15,163,41,105,42,333,9,78,11,15,269,133,17,8,1,20,149,10,16,580,625,245,1015,12,7,274,37,10,3,1,40,1,16,164,208,4,57,6,121,329,9,166,204,125,12,426,11,304,4,11,6,154,12,22,133,47
47,18,1,20,308,8,11,93,34,197,15,240,14,63,9,7,240,177,12,11,0,15,129,11,34,447,329,264,771,5,2,178,21,10,5,2,33,2,17,163,166,6,81,3,47,276,5,76,169,97,7,161,19,331,10,11,13,151,3,13,80,66
47,20,3,5,267,3,25,69,43,409,40,340,17,60,17,6,456,237,31,0,1,43,101,11,58,652,265,421,1031,6,3,165,16,13,11,0,36,2,34,100,205,7,109,3,30,308,4,67,40,112,8,415,15,497,6,49,5,173,2,18,99,207
47,22,3,15,262,4,25,78,64,638,37,311,25,122,23,14,490,205,13,3,0,94,79,6,65,680,124,538,1093,2,3,88,34,26,33,4,33,3,94,62,186,6,130,10,11,351,19,52,53,118,5,312,49,310,15,180,4,139,1,14,76,171
47,24,7,8,259,3,51,41,68,645,67,279,101,91,20,2,382,233,13,5,1,112,111,19,8,524,112,550,1196,8,26,88,35,46,75,4,38,4,130,73,118,4,159,10,8,355,27,35,70,54,5,252,105,207,6,151,19,96,1,13,66,126
47,26,29,7,185,2,57,42,52,677,57,176,188,78,39,7,241,212,12,9,2,89,82,20,4,314,46,479,1076,3,25,83,30,109,44,0,25,1,103,32,89,3,132,10,6,219,34,30,55,55,1,190,116,108,4,115,19,29,2,10,48,82
47,28,40,13,126,4,36,21,25,717,48,75,141,84,35,8,163,140,19,0,1,90,108,17,2,205,23,438,1029,5,57,74,47,184,58,18,36,9,55,34,39,3,95,6,14,213,12,40,59,125,1,141,152,60,18,95,39,26,1,5,50,81
47,30,30,12,147,1,25,19,11,457,46,33,109,94,45,1,140,124,13,5,8,45,87,5,2,148,19,302,828,6,41,80,33,127,111,8,28,13,63,28,16,5,32,9,8,177,14,20,48,92,3,108,178,41,26,79,37,15,4,6,32,62
47,32,21,16,113,13,26,5,22,291,41,40,63,46,38,3,47,51,27,8,15,28,36,3,0,105,17,229,669,4,28,56,22,129,132,18,36,11,56,44,7,4,18,8,2,126,3,23,31,69,4,38,185,40,116,53,76,14,0,1,19,37
47,34,14,8,79,6,7,0,5,151,20,29,17,41,26,9,29,38,5,2,6,12,33,3,0,72,11,148,372,3,24,41,36,68,60,14,20,2,40,15,19,1,5,9,3,85,7,6,17,15,4,25,104,15,40,20,24,6,2,2,7,23
47,36,1,5,35,2,6,1,12,61,2,19,2,33,8,5,12,6,2,1,2,3,18,1,0,32,15,45,171,5,28,34,15,30,28,4,12,4,10,15,4,5,0,1,1,61,2,3,9,9,2,22,50,11,22,9,6,0,0,0,5,6
47,38,0,0,31,1,2,1,7,28,2,9,2,12,2,3,4,14,0,0,0,1,18,2,0,11,4,41,84,4,7,24,11,8,24,0,2,1,3,4,3,11,0,2,2,18,4,1,5,4,3,33,31,10,4,1,13,4,0,3,1,0
47,40,6,2,26,0,1,0,0,8,6,13,5,10,1,0,3,25,1,0,2,0,11,1,0,14,1,38,71,0,4,18,12,1,19,5,9,10,3,15,5,16,0,2,4,16,0,1,1,1,1,23,25,6,1,2,8,1,0,2,2,4
47,42,4,3,22,2,1,4,1,9,5,13,16,18,0,0,4,27,2,1,5,1,11,2,0,8,2,49,113,0,0,17,23,9,41,11,10,11,5,20,2,16,0,4,0,8,0,0,0,0,1,11,32,2,1,7,19,4,0,1,0,1
47,44,8,7,33,1,2,4,1,14,6,7,3,30,0,0,9,46,0,1,8,1,7,0,0,13,2,39,108,0,0,16,60,14,126,15,54,15,0,19,1,10,1,1,0,6,0,0,1,0,1,25,37,1,0,34,34,5,1,2,0,0
47,46,5,2,52,0,1,8,4,20,31,9,0,18,3,1,10,32,0,23,5,3,8,1,19,2,9,30,188,0,0,13,97,16,131,13,48,24,0,39,0,10,1,4,0,10,1,0,0,0,1,52,57,12,0,52,27,8,1,2,1,0
47,48,4,11,78,0,1,2,0,13,21,8,0,21,2,0,14,18,1,14,5,0,23,1,1,7,29,41,241,0,0,22,81,21,252,21,60,10,1,52,1,6,2,5,3,13,1,1,0,1,2,39,55,21,0,26,33,10,2,0,4,2
47,50,15,7,84,2,0,0,2,29,48,8,2,59,0,0,27,20,2,13,5,2,13,0,5,5,16,85,305,0,0,26,92,24,458,37,87,25,4,30,2,1,0,3,4,7,3,0,0,2,1,45,70,15,0,16,49,11,0,1,2,1
47,52,19,5,73,3,2,1,0,15,106,9,0,84,2,0,27,26,0,23,8,1,4,0,1,9,6,62,248,0,0,27,93,30,247,71,141,23,4,28,3,2,2,3,0,9,0,0,1,8,0,46,55,16,0,21,47,8,0,1,4,0
48,2,16,29,162,2,3,0,1,14,72,7,1,66,5,1,46,47,2,26,3,4,5,1,1,8,18,91,466,1,1,41,110,39,141,93,168,7,4,10,1,6,2,9,4,20,1,2,1,16,0,50,66,14,0,46,52,33,1,0,10,0
48,4,13,98,171,1,3,0,6,7,25,8,1,41,13,1,65,48,2,28,7,4,29,4,0,8,9,108,624,1,0,56,59,42,58,112,185,25,7,33,4,12,8,15,5,15,1,1,1,1,1,22,38,3,6,48,76,16,1,0,9,0
48,6,16,172,285,2,1,0,6,4,17,4,11,47,14,3,117,54,1,44,25,2,20,0,0,17,8,162,1160,1,0,126,74,45,69,168,266,25,18,60,6,3,9,17,2,10,0,0,2,10,3,42,30,2,11,87,109,30,0,1,55,1
48,8,39,259,399,0,6,0,8,8,21,18,9,33,17,0,221,105,1,48,11,0,47,13,1,25,8,381,1698,2,0,148,112,21,65,241,245,24,17,65,13,0,15,40,2,15,2,1,7,5,8,43,43,1,1,63,89,41,0,0,110,4
48,10,29,208,600,0,4,0,15,10,20,19,8,37,6,0,266,193,0,45,32,4,42,52,1,27,5,568,2560,3,0,135,139,14,31,144,232,12,49,116,10,4,7,106,10,17,0,1,6,0,11,59,42,1,0,43,88,41,1,0,125,1
